Id,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,EducationYears,Passport,Exited
5956,Henderson,711,EEUU,Female,32.0,1,0.0,2,1.0,0.0,126188.42,13.2,16359003,0
5957,Sal,550,EEUU,Male,37.0,3,0.0,1,1.0,1.0,179670.31,12.1,17549672,0
5958,Hsiung,638,Italy,Male,30.0,9,136808.53,2,1.0,1.0,106642.97,11.6,17579247,0
5959,Docherty,733,France,Male,31.0,6,157791.07,2,0.0,0.0,177994.81,12.1,10398481,0
5960,Nnamdi,717,France,Female,33.0,10,102185.42,2,1.0,0.0,23231.93,12.5,11836428,0
5961,Shaffer,599,EEUU,Male,25.0,6,120383.41,1,1.0,1.0,24903.09,10.7,11256227,0
5962,Onwumelu,664,France,Male,25.0,6,172812.72,2,1.0,1.0,108008.65,12.3,12061932,0
5963,Henning,667,EEUU,Male,31.0,1,119266.69,1,1.0,1.0,28257.63,11.1,24304777,0
5964,Ritchie,581,Italy,Female,29.0,8,0.0,2,1.0,0.0,46735.19,10.3,12796661,0
5965,Gamble,731,EEUU,Male,19.0,6,0.0,2,1.0,1.0,151581.79,12.2,18653463,0
5966,Iroawuchi,563,Italy,Female,46.0,8,106171.68,1,1.0,0.0,163145.5,14.7,19706333,1
5967,Chikwado,580,EEUU,Male,50.0,0,125647.36,1,1.0,0.0,57541.08,14.3,15066021,1
5968,Martin,579,France,Male,28.0,6,150329.15,1,1.0,0.0,145558.42,12.9,20048463,0
5969,Maclean,726,Italy,Male,30.0,8,134152.29,1,1.0,1.0,147822.44,13.3,23633897,0
5970,Pai,621,Italy,Female,37.0,9,83061.26,2,1.0,0.0,9170.54,12.3,24122025,0
5971,Cross,557,Italy,Male,36.0,1,113110.26,1,1.0,0.0,98413.1,11.0,24340621,0
5972,Costa,850,France,Female,47.0,10,134381.52,1,0.0,0.0,26812.89,10.9,13030911,1
5973,Greco,616,EEUU,Male,37.0,5,144235.73,2,0.0,0.0,154957.66,11.2,26973025,1
5974,Mackenzie,676,EEUU,Male,37.0,10,106242.67,1,1.0,1.0,166678.28,12.3,25421359,0
5975,Nolan,738,EEUU,Male,54.0,4,0.0,1,0.0,1.0,55725.04,14.6,22422231,1
5976,Ma,619,EEUU,Male,27.0,1,154483.98,1,1.0,0.0,156394.74,9.7,22103384,0
5977,McCaffrey,556,Italy,Male,46.0,3,131764.96,1,1.0,1.0,108500.66,11.2,21304476,1
5978,Robertson,625,EEUU,Male,31.0,5,0.0,2,0.0,1.0,90.07,9.9,12943115,0
5979,Ku,709,France,Male,28.0,8,124695.72,2,1.0,0.0,145251.35,10.1,20985148,0
5980,Okwuadigbo,754,EEUU,Female,38.0,2,0.0,2,0.0,0.0,3524.69,9.9,18027584,0
5981,Nkemjika,770,Italy,Male,46.0,9,190678.02,1,1.0,1.0,14725.36,13.4,18585557,0
5982,Simmons,599,France,Male,25.0,7,108380.72,1,1.0,1.0,79005.95,12.0,19421350,0
5983,Balashov,692,France,Female,41.0,8,130701.29,1,1.0,0.0,59354.24,10.1,14921250,1
5984,Semmens,709,EEUU,Female,36.0,7,0.0,1,0.0,1.0,42085.58,10.0,14748459,1
5985,Clarke,754,France,Male,57.0,2,101134.87,2,1.0,1.0,70954.41,12.4,26901422,0
5986,Davide,608,Italy,Female,35.0,6,0.0,2,1.0,1.0,143463.28,12.8,22995384,0
5987,Percy,569,Italy,Male,31.0,1,115406.97,1,0.0,0.0,145528.22,10.2,14149673,0
5988,Genovese,606,EEUU,Female,71.0,8,0.0,2,1.0,1.0,169741.96,14.6,26286761,0
5989,Chuang,521,EEUU,Male,43.0,8,0.0,1,1.0,1.0,93180.09,13.6,22712582,0
5990,Franz,712,Italy,Male,45.0,6,112994.65,1,0.0,0.0,198398.68,12.9,27878627,0
5991,Pedder,555,Italy,Female,35.0,1,0.0,2,1.0,0.0,101667.0,10.8,14641307,0
5992,Mairinger,443,EEUU,Female,35.0,9,108308.0,1,1.0,0.0,129031.19,9.9,28649035,1
5993,Rice,767,Italy,Male,37.0,7,0.0,2,1.0,1.0,24734.25,11.8,23682445,0
5994,Connor,670,France,Female,32.0,4,102954.68,2,0.0,1.0,134942.45,13.5,26782712,0
5995,Lettiere,544,France,Male,37.0,2,79731.91,1,1.0,1.0,57558.95,11.8,27337798,0
5996,Duffy,769,EEUU,Female,73.0,1,0.0,1,1.0,1.0,29792.11,14.4,18601141,0
5997,Pan,668,France,Female,28.0,1,124511.01,1,0.0,0.0,114258.18,11.3,28483055,0
5998,Scott,627,Italy,Female,35.0,7,0.0,1,1.0,0.0,187718.26,13.0,16885535,0
5999,Jamieson,646,EEUU,Male,35.0,6,84026.86,1,0.0,1.0,164255.69,13.9,21749365,0
6000,Lewis,641,EEUU,Male,31.0,10,155978.17,1,1.0,0.0,91510.71,9.8,26870733,0
6001,Sinclair,638,France,Male,37.0,2,89728.86,2,1.0,1.0,37294.88,10.5,12869088,0
6002,Farber,588,Italy,Male,34.0,10,0.0,2,1.0,0.0,79078.91,12.5,24014775,0
6003,Y?,561,EEUU,Female,27.0,9,135637.0,1,1.0,0.0,153080.4,11.5,10138969,1
6004,Cook,556,EEUU,Male,35.0,10,0.0,2,1.0,1.0,192751.18,11.3,20373292,0
6005,Morphett,560,EEUU,Male,50.0,3,0.0,2,1.0,0.0,84531.79,14.5,13412517,0
6006,Mai,537,EEUU,Female,45.0,7,158621.04,1,1.0,0.0,120892.96,14.7,14881329,1
6007,Shaw,656,France,Male,68.0,7,153545.11,1,1.0,1.0,186574.68,15.8,11296123,0
6008,Morales,688,France,Male,45.0,9,103399.87,1,0.0,0.0,129870.93,12.2,17595783,0
6009,Hazon,663,France,Female,46.0,6,95439.4,1,1.0,1.0,21038.58,10.4,14404300,1
6010,Myers,667,France,Male,70.0,3,77356.92,2,1.0,1.0,20881.96,16.0,10215067,0
6011,Fang,844,EEUU,Female,28.0,4,0.0,2,0.0,1.0,123318.37,9.6,23821432,0
6012,Chukwubuikem,681,EEUU,Female,43.0,8,154100.3,1,0.0,0.0,114659.81,11.2,12447371,0
6013,Caldwell,675,EEUU,Male,34.0,8,0.0,2,1.0,1.0,184842.21,11.7,17341910,0
6014,Mahmood,650,Italy,Male,41.0,9,0.0,2,0.0,1.0,191599.67,14.9,16912238,0
6015,Kuznetsova,525,Italy,Male,33.0,5,0.0,2,1.0,0.0,161002.29,13.8,15819474,0
6016,Owens,789,France,Female,43.0,9,116644.29,2,1.0,1.0,60176.1,12.3,25792226,0
6017,Stoneman,588,Italy,Male,33.0,2,0.0,2,1.0,1.0,12483.56,9.9,11331274,0
6018,Robb,634,EEUU,Female,36.0,1,69518.95,1,1.0,0.0,116238.39,9.9,28794173,0
6019,Okwudiliolisa,681,Italy,Male,30.0,2,111093.01,1,1.0,0.0,68985.99,12.5,14043504,0
6020,Thorpe,604,EEUU,Female,56.0,0,62732.65,1,0.0,1.0,124954.56,12.6,25999871,0
6021,Tien,615,EEUU,Male,59.0,8,0.0,2,1.0,1.0,165576.55,13.6,10498488,0
6022,Chinweike,656,EEUU,Male,37.0,7,112291.34,1,1.0,0.0,153157.97,13.8,14081500,0
6023,Spears,663,EEUU,Male,36.0,10,0.0,2,1.0,0.0,136349.55,10.1,10676942,0
6024,Ch'eng,775,France,Female,38.0,4,125212.65,2,1.0,1.0,15795.88,9.7,13675554,1
6025,Shih,535,EEUU,Female,49.0,3,0.0,1,0.0,0.0,61820.41,13.5,27705472,1
6026,Napolitani,850,Italy,Male,44.0,7,89118.26,1,1.0,0.0,104240.77,13.2,25135374,1
6027,Trevisano,725,EEUU,Female,31.0,6,0.0,1,0.0,0.0,61326.43,11.2,24460787,0
6028,Gouger,737,France,Female,45.0,2,99169.67,2,1.0,1.0,78650.95,10.6,19376418,0
6029,Stone,850,Italy,Male,71.0,10,69608.14,1,1.0,0.0,97893.4,13.1,25245717,1
6030,Kang,506,EEUU,Female,34.0,4,90307.62,1,1.0,1.0,159235.29,10.6,18072985,0
6031,Medvedeva,561,EEUU,Male,28.0,7,0.0,2,1.0,0.0,7797.01,10.6,20729670,0
6032,Crawford,674,EEUU,Male,28.0,5,0.0,1,1.0,1.0,151925.25,10.1,14279729,0
6033,Kaleski,517,France,Female,59.0,8,154110.99,2,1.0,0.0,101240.08,13.4,18763096,1
6034,Darwin,658,France,Male,37.0,3,168735.74,2,0.0,0.0,70370.24,10.3,28123383,0
6035,Terry,771,France,Male,32.0,9,77487.2,1,0.0,0.0,33143.04,12.1,28426997,0
6036,Manna,781,EEUU,Female,28.0,4,0.0,2,1.0,0.0,177703.15,9.6,14294007,0
6037,Onuora,621,EEUU,Male,47.0,0,0.0,1,1.0,1.0,133831.37,12.8,19006864,1
6038,Niu,550,EEUU,Male,32.0,8,97514.07,1,1.0,1.0,199138.84,10.7,10437552,0
6039,Atkins,678,EEUU,Male,54.0,7,128914.97,1,0.0,0.0,191746.23,15.1,19156630,1
6040,Williamson,589,EEUU,Female,46.0,10,107238.85,2,1.0,0.0,37024.28,11.7,14874545,0
6041,Bartlett,729,EEUU,Female,34.0,9,132121.71,1,0.0,1.0,105409.31,11.6,14175746,0
6042,Parkin,850,EEUU,Male,35.0,3,162442.35,1,1.0,0.0,183566.78,11.9,19481822,0
6043,Bryant,753,Italy,Male,51.0,4,79811.72,2,0.0,1.0,68260.27,14.5,22786520,1
6044,Genovese,430,France,Male,49.0,3,137115.16,1,1.0,0.0,146516.86,12.9,20525523,1
6045,Scott,850,EEUU,Female,33.0,3,0.0,2,1.0,1.0,11159.19,10.9,21602561,0
6046,Barker,736,EEUU,Female,36.0,6,0.0,1,1.0,0.0,70496.66,10.8,25004855,0
6047,Kambinachi,757,EEUU,Male,32.0,9,0.0,2,1.0,0.0,115950.96,13.4,24920845,0
6048,Onyekachukwu,718,Italy,Female,39.0,2,0.0,1,1.0,1.0,52138.49,11.4,23074646,0
6049,Young,525,France,Female,47.0,1,118087.68,1,1.0,0.0,88120.78,13.4,28462883,1
6050,Wallace,753,France,Female,35.0,5,82453.96,2,0.0,0.0,18254.75,12.6,19354352,0
6051,Duncan,500,Italy,Female,50.0,5,0.0,4,1.0,1.0,83866.35,14.8,18142043,1
6052,Chimaobim,618,Italy,Male,41.0,4,115251.64,1,0.0,0.0,136435.75,14.4,10752321,0
6053,Alexeeva,630,Italy,Male,30.0,3,0.0,2,0.0,1.0,10486.69,10.3,11301698,0
6054,Ogochukwu,570,EEUU,Female,61.0,6,142105.35,1,1.0,1.0,45214.04,13.7,27653012,0
6055,Chung,572,EEUU,Male,33.0,5,0.0,1,0.0,1.0,41139.05,10.6,21475272,0
6056,Rizzo,751,Italy,Female,37.0,3,99773.85,2,1.0,0.0,54865.92,10.0,14855203,0
6057,Lazarev,609,EEUU,Female,35.0,2,147900.43,1,1.0,0.0,140000.29,10.1,22421838,0
6058,Lung,675,Italy,Male,32.0,8,197436.82,1,1.0,1.0,52710.7,10.6,27746768,0
6059,Palerma,723,EEUU,Female,20.0,4,0.0,2,1.0,1.0,140385.33,8.5,26031048,0
6060,Giles,710,France,Female,41.0,9,149155.53,2,1.0,0.0,42131.26,10.0,15238650,1
6061,Endrizzi,503,France,Male,42.0,9,153279.39,1,1.0,1.0,151336.96,12.3,19369131,0
6062,Gordon,727,France,Male,45.0,6,114422.85,2,1.0,1.0,104678.78,11.8,27292442,1
6063,Chen,677,EEUU,Female,25.0,3,0.0,2,1.0,0.0,179608.96,10.5,24947696,0
6064,Ginikanwa,717,EEUU,Male,35.0,4,0.0,1,1.0,1.0,167573.06,11.7,12784930,0
6065,Murphy,638,France,Male,62.0,4,108716.59,2,1.0,1.0,74241.09,15.2,15891798,0
6066,Rahman,716,Italy,Male,34.0,9,0.0,1,1.0,1.0,66695.71,11.4,27713131,0
6067,Thomson,443,EEUU,Female,54.0,3,138547.97,1,1.0,1.0,70196.23,12.3,26456005,1
6068,Kent,561,France,Male,32.0,6,166824.59,1,1.0,0.0,139451.98,9.7,21549902,0
6069,Loggia,779,EEUU,Male,62.0,10,119096.55,1,0.0,1.0,116977.89,13.3,22785094,0
6070,Sun,514,EEUU,Female,46.0,3,106511.85,1,1.0,0.0,55072.32,11.8,14629513,0
6071,Bailey,480,EEUU,Female,40.0,7,0.0,1,1.0,0.0,170332.67,13.2,22377455,1
6072,Hayes-Williams,745,France,Male,36.0,8,145071.24,1,0.0,0.0,6078.46,10.7,20964259,0
6073,Kwemto,699,EEUU,Male,64.0,9,113109.52,1,1.0,0.0,27980.8,15.3,23775449,1
6074,Baranov,660,Italy,Male,33.0,2,80462.24,1,0.0,0.0,150422.35,12.0,22786990,0
6075,Akobundu,637,France,Male,49.0,2,108204.52,1,1.0,0.0,169037.84,14.3,20886166,1
6076,Wells,729,Italy,Female,38.0,10,0.0,2,1.0,0.0,189727.12,10.8,19699485,0
6077,Mai,662,EEUU,Female,22.0,2,126362.57,2,1.0,1.0,97382.8,10.2,28147248,0
6078,Hsia,667,EEUU,Male,36.0,9,0.0,2,1.0,1.0,40062.29,9.5,17893846,0
6079,Ndubueze,646,France,Female,36.0,6,144773.29,2,1.0,0.0,53217.3,11.7,26106653,0
6080,Griffin,681,Italy,Female,57.0,2,173306.13,1,0.0,1.0,131964.66,12.1,16522359,0
6081,Davidson,634,EEUU,Male,34.0,3,145030.92,1,1.0,1.0,41820.65,11.0,18936206,0
6082,She,692,EEUU,Male,40.0,6,163505.16,1,0.0,0.0,90424.09,10.5,26657073,0
6083,Brown,593,Italy,Male,26.0,9,76226.9,1,1.0,0.0,167564.82,11.2,20456160,0
6084,Le Gallienne,649,EEUU,Male,47.0,1,0.0,2,1.0,1.0,145593.85,11.6,13805951,0
6085,Cairns,555,EEUU,Male,24.0,5,0.0,2,1.0,0.0,27513.47,9.8,12684110,0
6086,Isayeva,558,EEUU,Male,27.0,1,152283.39,1,1.0,0.0,183271.15,9.6,26816360,0
6087,Chidiebere,666,France,Male,71.0,1,53013.29,2,1.0,1.0,112222.64,14.5,21395892,0
6088,Trevisano,667,EEUU,Male,44.0,2,122806.95,1,0.0,0.0,15120.86,12.4,14268336,0
6089,Hsu,514,EEUU,Male,35.0,3,121030.9,1,1.0,0.0,10008.68,9.8,14629054,0
6090,Fan,601,EEUU,Female,38.0,0,0.0,2,1.0,0.0,165196.65,11.6,24175530,0
6091,Kerr,681,Italy,Male,33.0,10,0.0,1,0.0,0.0,158336.36,10.1,21889905,0
6092,Hughes,655,France,Female,32.0,6,130935.56,1,1.0,0.0,9241.83,10.1,25642499,1
6093,Stetson,699,Italy,Male,35.0,2,167455.66,2,1.0,1.0,55324.49,10.4,13063808,0
6094,Johnston,492,France,Male,45.0,9,170295.04,2,0.0,0.0,164741.81,13.4,28060740,0
6095,Yu,675,EEUU,Female,38.0,1,104016.88,1,0.0,0.0,22068.83,10.1,10272340,1
6096,Tsao,629,EEUU,Female,40.0,6,0.0,2,1.0,1.0,139356.3,13.4,17180999,0
6097,Barnhill,699,France,Female,51.0,2,92246.14,2,0.0,1.0,91346.03,11.2,27986334,0
6098,Hs?eh,805,EEUU,Male,46.0,6,118022.06,3,1.0,0.0,162643.15,12.4,10465164,1
6099,Alexander,815,Italy,Male,28.0,6,0.0,2,0.0,1.0,185547.71,13.2,12898232,0
6100,Woronoff,448,Italy,Male,25.0,2,0.0,2,0.0,0.0,95215.73,9.3,13309878,0
6101,Su,812,Italy,Female,44.0,8,0.0,3,1.0,0.0,66926.83,12.9,16996914,1
6102,Okwukwe,682,EEUU,Male,61.0,10,73688.2,1,1.0,1.0,172141.33,14.6,16191643,0
6103,Manna,489,EEUU,Female,31.0,7,139395.08,1,0.0,1.0,6120.84,11.5,23446031,0
6104,Ko,599,EEUU,Male,44.0,10,118577.24,1,1.0,1.0,31448.52,11.8,17938462,0
6105,Trevisani,820,EEUU,Male,36.0,4,0.0,2,1.0,0.0,31422.69,9.5,10854073,0
6106,Kryukova,561,France,Female,49.0,1,102025.32,1,1.0,0.0,133051.64,14.4,10383325,1
6107,Kentish,681,EEUU,Male,34.0,3,0.0,2,0.0,0.0,55816.2,12.2,20166043,0
6108,Outhwaite,614,Italy,Male,36.0,5,0.0,2,1.0,0.0,130610.78,11.6,19158800,0
6109,Woods,476,EEUU,Female,32.0,6,111871.93,1,0.0,0.0,112132.86,12.7,14065686,0
6110,Conway,433,Italy,Male,34.0,9,152806.74,1,1.0,0.0,19687.99,9.6,28393291,0
6111,Sinclair,648,Italy,Female,54.0,7,118241.02,1,1.0,0.0,172586.89,12.5,28332739,1
6112,Oluchukwu,621,France,Male,40.0,8,174126.75,3,1.0,0.0,172490.78,13.1,20758762,1
6113,Efremova,495,EEUU,Female,38.0,2,63093.01,1,1.0,1.0,47089.72,10.9,22764102,0
6114,Fisk,666,Italy,Male,35.0,2,104832.49,1,1.0,0.0,175015.12,10.6,14318896,0
6115,Romani,517,EEUU,Female,45.0,4,0.0,1,0.0,0.0,172674.36,11.2,11670269,1
6116,Ferguson,733,Italy,Female,31.0,9,102289.85,1,1.0,1.0,115441.66,11.3,20521023,0
6117,Ch'ang,637,France,Male,50.0,4,126345.55,1,0.0,1.0,17323.0,12.3,21432204,1
6118,Baker,619,EEUU,Female,55.0,0,0.0,3,0.0,0.0,60810.64,11.9,17338892,1
6119,Onyemauchechukwu,577,Italy,Male,43.0,8,79757.21,1,1.0,0.0,135650.72,11.8,14987690,1
6120,Cattaneo,789,Italy,Female,40.0,4,0.0,2,1.0,0.0,137402.27,12.3,18526755,0
6121,Christie,730,EEUU,Male,33.0,0,0.0,2,1.0,0.0,1474.79,9.9,26756087,0
6122,Dreyer,486,EEUU,Female,39.0,8,97819.36,1,0.0,1.0,120531.31,10.2,16970830,0
6123,Wan,415,Italy,Male,53.0,5,167259.44,1,1.0,1.0,22357.25,12.6,19180901,0
6124,Tsai,561,EEUU,Male,21.0,4,0.0,1,1.0,1.0,36942.35,10.2,12304021,0
6125,Beneventi,652,Italy,Female,75.0,10,0.0,2,1.0,1.0,114675.75,16.9,14405601,0
6126,Mellor,672,EEUU,Male,37.0,5,153195.59,1,1.0,1.0,162763.01,11.1,16551460,0
6127,Powell,498,Italy,Male,29.0,8,127864.26,1,1.0,1.0,46677.9,10.6,27491086,0
6128,Montgomery,646,France,Female,52.0,6,111739.4,2,0.0,1.0,68367.18,12.2,18464964,0
6129,See,525,France,Male,33.0,4,131023.76,2,0.0,0.0,55072.93,12.2,23495978,0
6130,Aleksandrova,642,France,Male,22.0,10,111812.52,2,1.0,1.0,183045.46,9.2,14023461,0
6131,Foster,587,EEUU,Male,55.0,9,0.0,1,1.0,0.0,64593.07,14.3,17210136,0
6132,Manning,507,EEUU,Female,33.0,1,113452.66,1,0.0,0.0,142911.99,11.0,19139145,0
6133,Uspenskaya,635,EEUU,Female,78.0,6,47536.4,1,1.0,1.0,119400.08,17.7,27904685,0
6134,Yao,706,EEUU,Male,30.0,3,98415.37,1,1.0,1.0,110520.48,12.3,25086128,0
6135,Young,734,France,Female,30.0,7,123040.38,1,1.0,1.0,76503.06,10.8,19996073,0
6136,Marsh,505,EEUU,Male,34.0,10,104498.79,1,0.0,1.0,126451.14,13.4,26737513,0
6137,Piazza,671,France,Female,48.0,9,116711.06,2,0.0,0.0,76373.38,14.3,23151153,0
6138,Sokolov,677,Italy,Male,18.0,8,134796.87,2,1.0,1.0,114858.9,11.0,26385240,0
6139,Gordon,611,EEUU,Male,35.0,10,0.0,1,1.0,1.0,23598.23,10.3,18343439,1
6140,Cremonesi,707,EEUU,Male,58.0,6,89685.92,1,0.0,1.0,126471.13,14.3,11764735,0
6141,Harewood,670,France,Female,42.0,5,49508.79,3,1.0,1.0,100324.01,13.6,12489026,0
6142,Campbell,708,EEUU,Female,34.0,4,0.0,1,1.0,1.0,62868.33,12.3,14960155,0
6143,McCartney,621,France,Male,47.0,7,107363.29,1,1.0,1.0,66799.28,13.5,18621942,0
6144,Tai,523,Italy,Male,34.0,7,0.0,2,1.0,0.0,62030.06,11.3,11068284,0
6145,Ramos,826,EEUU,Female,30.0,5,0.0,2,0.0,1.0,157397.57,13.4,19776814,0
6146,Smith,567,EEUU,Female,23.0,9,93522.2,1,0.0,1.0,81425.61,10.4,22196850,0
6147,Boucaut,560,EEUU,Male,24.0,1,116084.32,1,1.0,0.0,89734.7,9.8,14129830,0
6148,Macdonald,769,France,Male,43.0,4,110182.54,2,1.0,1.0,87537.32,11.4,15609092,0
6149,King,647,EEUU,Female,42.0,9,0.0,2,1.0,1.0,51362.82,13.2,22581530,0
6150,Chia,614,Italy,Male,66.0,2,0.0,2,0.0,1.0,180082.7,15.9,24631493,0
6151,Baker,480,EEUU,Female,42.0,1,152160.21,2,1.0,0.0,101778.9,13.7,15796001,0
6152,Shen,850,France,Female,40.0,4,97990.49,2,0.0,0.0,106691.02,11.8,23157146,0
6153,Sherman,724,France,Male,31.0,9,138166.3,1,1.0,0.0,12920.43,8.8,28581437,0
6154,Rowe,597,EEUU,Male,33.0,9,0.0,2,1.0,0.0,49374.82,9.6,26540757,0
6155,Mazzi,661,EEUU,Female,27.0,3,0.0,2,1.0,1.0,76889.79,11.0,12907311,0
6156,Ma,521,EEUU,Male,25.0,7,0.0,2,1.0,1.0,157878.67,11.0,10050616,0
6157,Troupe,435,EEUU,Male,36.0,4,0.0,1,1.0,1.0,197015.2,14.6,12374933,0
6158,Walker,846,EEUU,Female,34.0,10,142388.61,2,0.0,1.0,68393.64,12.3,19874233,1
6159,King,507,Italy,Male,46.0,6,92783.68,1,1.0,1.0,51424.29,12.9,11176739,0
6160,Gibbons,850,Italy,Female,57.0,8,126776.3,2,1.0,1.0,132298.49,15.1,27462704,0
6161,Overby,739,EEUU,Male,58.0,2,101579.28,1,1.0,1.0,72168.53,14.9,22614160,0
6162,Ferguson,663,EEUU,Male,43.0,4,87624.03,2,1.0,0.0,149401.33,12.4,22082346,0
6163,Dawson,621,EEUU,Female,50.0,5,0.0,2,1.0,0.0,191756.54,12.8,13907338,1
6164,Esomchi,740,EEUU,Male,33.0,1,129574.98,1,1.0,1.0,123300.38,12.3,20122708,0
6165,Lassetter,657,Italy,Female,22.0,6,0.0,3,0.0,1.0,168412.07,11.8,20993454,1
6166,Baker,719,EEUU,Male,32.0,9,146605.27,1,1.0,1.0,77119.45,9.0,20266619,0
6167,Munro,731,EEUU,Male,33.0,4,0.0,2,1.0,1.0,74945.11,9.5,12450442,0
6168,Reilly,637,France,Male,40.0,9,154309.67,1,1.0,1.0,125334.16,10.6,20976903,1
6169,Ferri,581,France,Male,38.0,1,133105.47,1,1.0,0.0,105732.9,13.1,20501388,1
6170,Beneventi,584,EEUU,Male,35.0,6,161613.94,2,1.0,1.0,148238.16,12.6,23673466,0
6171,Wood,491,Italy,Female,61.0,8,0.0,2,0.0,1.0,139861.53,15.9,11746336,0
6172,Chu,729,France,Male,26.0,4,97268.1,2,1.0,0.0,39356.38,11.7,22204854,0
6173,Ives,655,EEUU,Male,37.0,6,109093.41,2,1.0,0.0,1775.52,11.5,11184567,0
6174,Thorpe,701,France,Female,48.0,1,92072.68,1,1.0,1.0,133992.36,15.1,15188333,0
6175,Walton,841,EEUU,Male,34.0,4,0.0,2,1.0,0.0,141582.66,13.3,27224945,0
6176,Kung,627,EEUU,Male,31.0,8,128131.73,1,1.0,0.0,96131.47,11.4,19403976,0
6177,Mazzanti,559,EEUU,Female,34.0,5,68999.66,2,1.0,1.0,66879.27,11.5,18522617,0
6178,Tu,776,EEUU,Male,39.0,8,125211.55,2,1.0,0.0,144496.07,12.9,16428489,0
6179,Kao,654,EEUU,Female,40.0,3,0.0,2,1.0,0.0,167889.1,12.4,15839150,0
6180,Lucchesi,639,EEUU,Female,38.0,4,81550.94,2,0.0,1.0,118974.77,13.0,12015483,0
6181,Stevens,617,EEUU,Male,74.0,10,0.0,2,1.0,1.0,53949.98,15.7,23792616,0
6182,Black,554,Italy,Male,37.0,3,0.0,2,1.0,0.0,166177.3,13.7,23485090,0
6183,Pai,519,EEUU,Male,42.0,8,0.0,2,1.0,1.0,101485.72,12.2,18068642,0
6184,Lyons,549,EEUU,Female,29.0,8,0.0,2,1.0,1.0,189558.44,13.4,18063145,0
6185,Andrejew,567,Italy,Male,44.0,9,0.0,2,1.0,0.0,87677.15,11.8,28856889,0
6186,Bellucci,738,Italy,Female,33.0,3,122134.4,2,0.0,1.0,27867.59,9.0,23932398,0
6187,Sanford,521,EEUU,Male,38.0,6,0.0,2,1.0,0.0,51454.06,13.1,23700181,0
6188,Otutodilichukwu,603,Italy,Male,24.0,1,165149.13,2,1.0,0.0,21858.28,11.4,23136729,0
6189,Mazzi,754,EEUU,Male,34.0,7,0.0,2,1.0,1.0,65219.85,11.9,25132462,0
6190,Perkin,753,France,Male,32.0,5,159904.79,1,1.0,0.0,148811.14,10.2,15789134,0
6191,Muriel,677,Italy,Female,34.0,4,0.0,2,1.0,1.0,6175.53,11.5,10861497,0
6192,Iloerika,788,EEUU,Male,55.0,3,0.0,1,0.0,1.0,13288.46,10.7,10694123,1
6193,Rose,711,EEUU,Male,38.0,10,0.0,2,0.0,0.0,53311.78,13.0,16058349,0
6194,Johnson,655,France,Male,32.0,9,113447.01,1,1.0,0.0,82084.3,10.8,17477312,0
6195,Douglas,574,EEUU,Male,41.0,1,0.0,2,0.0,0.0,70550.0,11.1,12782726,0
6196,Onyemauchechukwu,677,EEUU,Female,58.0,1,90022.85,1,0.0,1.0,2988.28,14.6,22144829,0
6197,Gregory,597,EEUU,Female,33.0,6,135703.59,2,0.0,0.0,74850.84,12.3,12946082,0
6198,Feng,671,EEUU,Male,31.0,0,116234.61,1,1.0,0.0,172096.08,11.0,25284641,0
6199,Napolitani,664,Italy,Male,35.0,1,115024.5,1,0.0,1.0,169665.79,13.0,15249866,0
6200,Ch'ang,732,EEUU,Male,36.0,5,0.0,2,1.0,0.0,161428.25,12.6,21833465,0
6201,Knupp,809,Italy,Female,48.0,2,0.0,1,1.0,0.0,160976.85,11.6,13495789,1
6202,Toscano,647,France,Female,33.0,3,168560.46,2,0.0,0.0,90270.16,10.1,21375797,0
6203,Bray,814,France,Male,44.0,8,95488.82,2,0.0,0.0,107013.59,11.3,23313938,0
6204,Kambinachi,705,Italy,Female,47.0,3,63488.7,1,0.0,1.0,28640.92,10.1,11900150,1
6205,Nebechukwu,495,France,Male,39.0,8,120252.02,2,1.0,1.0,10160.23,9.3,18711077,0
6206,Tudawali,766,France,Male,30.0,4,127786.28,2,1.0,1.0,28879.3,11.9,19411349,0
6207,Pisano,689,France,Male,26.0,4,120727.97,1,0.0,1.0,149073.88,12.5,27768062,0
6208,Allen,622,EEUU,Male,38.0,5,0.0,2,0.0,0.0,105295.77,11.7,25942270,0
6209,Sal,445,France,Female,48.0,7,168286.58,1,1.0,0.0,16645.77,11.0,25595639,1
6210,Gray,684,EEUU,Male,54.0,6,0.0,2,1.0,1.0,94888.6,11.5,15821334,0
6211,Nnaife,850,Italy,Female,53.0,7,65407.16,2,0.0,0.0,182633.63,14.2,25214818,1
6212,Angelo,613,EEUU,Male,36.0,9,131307.11,1,0.0,0.0,83343.73,12.7,18105833,0
6213,Pinto,712,Italy,Female,39.0,5,163097.55,2,1.0,1.0,23702.42,11.5,17135880,0
6214,H?,521,Italy,Male,29.0,3,60280.62,1,1.0,0.0,154271.41,13.0,26089282,0
6215,Vavilov,630,EEUU,Male,42.0,6,0.0,2,1.0,0.0,162697.93,14.1,26414480,0
6216,Ball,668,France,Male,47.0,7,106854.21,1,0.0,1.0,157959.02,13.7,18714468,1
6217,Tochukwu,730,EEUU,Female,32.0,9,127661.69,1,0.0,0.0,60905.51,10.2,26905027,0
6218,Herbert,571,EEUU,Male,40.0,5,0.0,2,0.0,0.0,72849.29,9.9,24130435,0
